label,role,variant,algo,train_seed,density,scenario_start_seed,map_seed,episode,success,cost,route_completion,collision,crash_vehicle,crash_object,out_of_road,episode_length,reward,shaped_reward,mean_speed_kmh,median_speed_kmh,p10_speed_kmh,stop_ratio,low_progress,progress_per_cost,path_length_m,mean_ttc,min_ttc,ttc_risk_mean,ttc_dangerous_fraction,intervention_count,soft_guard_count,hard_shield_count,overspeed_guard_count,intervention_rate_per_100_steps,intervention_rate_per_km,policy_inference_ms_mean,policy_inference_ms_p50,policy_inference_ms_p95,policy_inference_ms_p99,env_step_wall_ms_mean,env_step_wall_ms_p95,control_loop_wall_ms_mean,control_loop_wall_ms_p95,total_action_latency_ms_mean,total_action_latency_ms_p95,source_config_json,source_model_path,source_file
baseline,lower_bound,baseline,ppo,0,0.15,10000,10000,0,0.0,1.0,0.1316332835508133,1.0,1.0,0.0,0.0,68.0,44.274563614377016,44.274563614377016,35.035588083685674,36.96208287379398,8.241123833377321,0.0,1.0,0.1316332835508133,65.17146702378177,12.104739763246982,0.5707346739365338,0.2678008152820413,0.6481481481481481,0.0,0.0,0.0,0.0,0.0,0.0,4.193873234993696,0.8726730011403561,4.601539404393406,68.32839262657185,11.544731250871658,18.92015970879584,15.738604485865354,21.05377489424427,4.193873234993696,4.601539404393406,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/model/final_model.zip,results/ijmlc_control/raw_csv/p1_d015_core_parallel2_20260701_1648_baseline_s0_episodes.csv
baseline,lower_bound,baseline,ppo,0,0.15,10000,10001,1,0.0,1.0,0.2222494136685973,1.0,1.0,0.0,0.0,93.0,65.51512623812133,65.51512623812133,43.404933493231866,49.9290761879663,10.82145209296973,0.0,0.0,0.2222494136685973,111.06713200648149,1.356385022887711,0.5175778384785886,0.0880079280505033,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,1.291558128638914,0.9150749974651262,4.15393219445832,5.475191207369787,7.887505376504944,14.164663400151763,9.179063505143858,15.94451620185282,1.291558128638914,4.15393219445832,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/model/final_model.zip,results/ijmlc_control/raw_csv/p1_d015_core_parallel2_20260701_1648_baseline_s0_episodes.csv
baseline,lower_bound,baseline,ppo,0,0.15,10000,10002,2,0.0,1.0,0.165246738567926,1.0,1.0,0.0,0.0,80.0,69.71157397567644,69.71157397567644,40.20595939817915,42.97479219393937,9.447930939272672,0.0,1.0,0.165246738567926,87.8826203505605,5.4048149832633055,0.5204306271281544,0.2441936060880782,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,1.05875279969041,0.846752998768352,1.6805749968625556,5.09827095884247,8.88881754981412,15.41504575361614,9.947570349504533,17.296504934347464,1.05875279969041,1.6805749968625556,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/model/final_model.zip,results/ijmlc_control/raw_csv/p1_d015_core_parallel2_20260701_1648_baseline_s0_episodes.csv
baseline,lower_bound,baseline,ppo,0,0.15,10000,10003,3,0.0,1.0,0.372660512076618,0.0,0.0,0.0,1.0,119.0,81.90852171384593,81.90852171384593,53.510923388546914,65.18383434651058,14.060866735786812,0.0,0.0,0.372660512076618,175.3081578788873,3.631828295905312,0.5621274682573394,0.0923553885121166,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.4583286129822564,0.915878001251258,4.432642392930574,5.756360731611488,5.354752025259815,10.910206101834772,6.813080638242072,12.437275199044958,1.4583286129822564,4.432642392930574,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/model/final_model.zip,results/ijmlc_control/raw_csv/p1_d015_core_parallel2_20260701_1648_baseline_s0_episodes.csv
baseline,lower_bound,baseline,ppo,0,0.15,10000,10004,4,0.0,1.0,0.1729315466584124,1.0,1.0,0.0,0.0,80.0,22.85741652775617,22.85741652775617,42.41955233812735,44.47897825290505,9.714169539425074,0.0,1.0,0.1729315466584124,92.91542339820089,3.9093731046699824,0.4629124578879116,0.2275538310276189,0.6981132075471698,0.0,0.0,0.0,0.0,0.0,0.0,1.2778161872120108,0.9779039974091576,2.930138946248917,3.4029264051059696,8.655151249695336,18.84211415381287,9.932967436907347,21.27868239913368,1.2778161872120108,2.930138946248917,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/model/final_model.zip,results/ijmlc_control/raw_csv/p1_d015_core_parallel2_20260701_1648_baseline_s0_episodes.csv
baseline,lower_bound,baseline,ppo,0,0.15,10000,10005,5,0.0,1.0,0.1685689370637841,1.0,1.0,0.0,0.0,79.0,50.26837802781831,50.26837802781831,36.78121882323084,42.44265486925069,9.77190338671184,0.0,1.0,0.1685689370637841,79.53259492721466,2.305697290670501,0.2695275623370363,0.2864828197261746,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.338968823053815,0.9576510055921972,4.279747205146122,5.566494478262028,8.314697442154836,15.536911891831547,9.653666265208653,16.974053683225062,1.338968823053815,4.279747205146122,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/model/final_model.zip,results/ijmlc_control/raw_csv/p1_d015_core_parallel2_20260701_1648_baseline_s0_episodes.csv
baseline,lower_bound,baseline,ppo,0,0.15,10000,10006,6,0.0,1.0,0.1887612810249913,1.0,1.0,0.0,0.0,100.0,64.31312404321575,64.31312404321575,41.61755960079898,52.47198004990703,12.065865043029314,0.0,1.0,0.1887612810249913,114.6728669846736,5.97877413665541,0.7392199974759333,0.1474870946690731,0.5476190476190477,0.0,0.0,0.0,0.0,0.0,0.0,1.0391170805087313,0.9701309973024764,1.62311409949325,2.011020973004636,6.448424999980489,10.57068524096394,7.48754208048922,11.6313768477994,1.0391170805087313,1.62311409949325,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/model/final_model.zip,results/ijmlc_control/raw_csv/p1_d015_core_parallel2_20260701_1648_baseline_s0_episodes.csv
baseline,lower_bound,baseline,ppo,0,0.15,10000,10007,7,0.0,1.0,0.081200114988499,1.0,1.0,0.0,0.0,69.0,35.33606286860434,35.33606286860434,33.32628547208044,34.973186385258735,7.820084337424534,0.0,1.0,0.081200114988499,62.96233371923451,10.76688426319999,0.6893083678275269,0.2502610036582949,0.6166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.4205403905193172,1.064855998265557,2.9890854028053555,3.7573372083716072,11.774219754759384,18.760386598296463,13.194760145278702,19.584446196677163,1.4205403905193172,2.9890854028053555,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/model/final_model.zip,results/ijmlc_control/raw_csv/p1_d015_core_parallel2_20260701_1648_baseline_s0_episodes.csv
baseline,lower_bound,baseline,ppo,0,0.15,10000,10008,8,0.0,1.0,0.227033745323106,1.0,1.0,0.0,0.0,97.0,52.24052116642154,52.24052116642154,41.55808647076455,50.88188894211466,11.215952406603533,0.0,0.0,0.227033745323106,111.1403246374542,1.8861599714962751,0.4485722827894419,0.1395045038090685,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,1.1118304429362174,0.938789002248086,2.1304364112438607,3.5410579090239467,6.1154620006042,15.38012520177289,7.227292443540418,17.23509100556837,1.1118304429362174,2.1304364112438607,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/model/final_model.zip,results/ijmlc_control/raw_csv/p1_d015_core_parallel2_20260701_1648_baseline_s0_episodes.csv
baseline,lower_bound,baseline,ppo,0,0.15,10000,10009,9,0.0,1.0,0.1546409710992245,1.0,1.0,0.0,0.0,69.0,27.877316723028606,27.877316723028606,35.38891446107349,37.08661013891391,8.24329583063841,0.0,1.0,0.1546409710992245,66.48950338304203,10.528605120315884,0.5589853104051116,0.2656066855497558,0.7307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,1.16236852266846,1.0188339947490022,2.113671996630728,4.24384000711143,5.676845507232297,11.007758602499962,6.839214029900757,12.123905809130518,1.16236852266846,2.113671996630728,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/config.json,/home/aaa/data/qj/stable-baselines3-master/risk_curriculum_metadrive/outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/model/final_model.zip,results/ijmlc_control/raw_csv/p1_d015_core_parallel2_20260701_1648_baseline_s0_episodes.csv
